dates,state,positivity_rate_cumulative,daily_positive_cases,daily_positivity_rate,daily_positive_cases_ma,daily_positivity_rate_ma,test_per_million
06 June,Punjab,2.16858951144222,54,0.022203947368421052,40.285714285714285,40.285714285714285,3847.668120493383
30 January,Rajasthan,,,,,,
31 January,Rajasthan,,,,,,
01 February,Rajasthan,,,,,,
02 February,Rajasthan,,,,,,
03 February,Rajasthan,,,,,,
04 February,Rajasthan,,,,,,
05 February,Rajasthan,,,,,,
06 February,Rajasthan,,,,,,
07 February,Rajasthan,,,,,,
08 February,Rajasthan,,,,,,
09 February,Rajasthan,,,,,,
10 February,Rajasthan,,,,,,
11 February,Rajasthan,,,,,,
12 February,Rajasthan,,,,,,
13 February,Rajasthan,,,,,,
14 February,Rajasthan,,,,,,
15 February,Rajasthan,,,,,,
16 February,Rajasthan,,,,,,
17 February,Rajasthan,,,,,,
18 February,Rajasthan,,,,,,
19 February,Rajasthan,,,,,,
20 February,Rajasthan,,,,,,
21 February,Rajasthan,,,,,,
22 February,Rajasthan,,,,,,
23 February,Rajasthan,,,,,,
24 February,Rajasthan,,,,,,
25 February,Rajasthan,,,,,,
26 February,Rajasthan,,,,,,
27 February,Rajasthan,,,,,,
28 February,Rajasthan,,,,,,
29 February,Rajasthan,,,,,,
01 March,Rajasthan,,,,,,
02 March,Rajasthan,,,,,,
03 March,Rajasthan,,,,,,
04 March,Rajasthan,,,,,,
05 March,Rajasthan,,,,,,
06 March,Rajasthan,,,,,,
07 March,Rajasthan,,,,,,
08 March,Rajasthan,,,,,,
09 March,Rajasthan,,,,,,
10 March,Rajasthan,,,,,,
11 March,Rajasthan,,,,,,
12 March,Rajasthan,,,,,,
13 March,Rajasthan,,,,,,
14 March,Rajasthan,,,,,,
15 March,Rajasthan,,,,,,
16 March,Rajasthan,,,,,,
17 March,Rajasthan,,,,,,
18 March,Rajasthan,,,,,,
19 March,Rajasthan,,,,,,
20 March,Rajasthan,,,,,,
21 March,Rajasthan,,,,,,
22 March,Rajasthan,,,,,,
23 March,Rajasthan,,,,,,
24 March,Rajasthan,,,,,,
25 March,Rajasthan,,,,,,
26 March,Rajasthan,,,,,,
27 March,Rajasthan,,,,,,
28 March,Rajasthan,,,,,,
29 March,Rajasthan,,,,,,
30 March,Rajasthan,,,,,,
31 March,Rajasthan,,,,,,
01 April,Rajasthan,,,,,,
02 April,Rajasthan,,,,,,
03 April,Rajasthan,,,,,,
04 April,Rajasthan,,,,,,
05 April,Rajasthan,,,,,,
06 April,Rajasthan,,,,,,
07 April,Rajasthan,,,,,,
08 April,Rajasthan,2.0580564689874135,0,,,,217.66524371417566
09 April,Rajasthan,2.4231956874443923,100,,,,235.79373010810488
10 April,Rajasthan,2.5101794263725448,98,,,,275.80227530151444
11 April,Rajasthan,2.727601882769441,117,,,,306.75274764731057
12 April,Rajasthan,2.7924925451675144,118,,,,351.77161651392316
13 April,Rajasthan,2.663187020500566,51,0.015459230069718097,80.66666666666667,80.66666666666667,392.4835815333735
14 April,Rajasthan,2.8773476866697205,158,0.05057618437900128,91.71428571428571,91.71428571428571,431.03592427989156
15 April,Rajasthan,2.8420496566296882,71,0.024215552523874487,101.85714285714286,101.85714285714286,467.2188528755352
16 April,Rajasthan,2.6999852861837264,25,0.008567511994516792,91.14285714285714,91.14285714285714,503.2290116893443
17 April,Rajasthan,2.8683455084369966,128,0.061865635572740454,95.42857142857143,95.42857142857143,528.7619173047559
18 April,Rajasthan,2.716274339470729,53,0.01218390804597701,86.28571428571429,86.28571428571429,582.4439566605027
19 April,Rajasthan,2.863564149261828,196,0.044374009508716325,97.42857142857143,97.42857142857143,636.9528228293152
20 April,Rajasthan,2.7509163902949902,98,0.01726568005637773,104.14285714285714,104.14285714285714,706.998628664538
21 April,Rajasthan,2.8215052364535222,159,0.03783912422655878,104.28571428571429,104.28571428571429,758.8542446123193
22 April,Rajasthan,2.8495102404274264,153,0.03210912906610703,116.0,116.0,817.6576739295915
23 April,Rajasthan,2.815205550140474,76,0.021670943826632448,123.28571428571429,123.28571428571429,860.9365042791558
24 April,Rajasthan,2.7307878202029965,70,0.014830508474576272,115.0,115.0,919.1846021548168
25 April,Rajasthan,2.636942513893636,49,0.01086715457972943,114.42857142857143,114.42857142857143,974.8288126042565
26 April,Rajasthan,2.634371006245328,102,0.025829323879463156,101.0,101.0,1023.5622317803128
27 April,Rajasthan,2.5769848593595133,77,0.01592554291623578,98.0,98.0,1083.229510006758
28 April,Rajasthan,2.5555099128705163,102,0.021569042080778176,89.85714285714286,89.85714285714286,1141.5886741707411
29 April,Rajasthan,2.493097453727375,74,0.014004542013626041,78.57142857142857,78.57142857142857,1206.7969261145956
30 April,Rajasthan,2.491707166550953,146,0.024687182955698342,88.57142857142857,88.57142857142857,1279.7798182410065
01 May,Rajasthan,2.45616944436767,82,0.016945649927671006,90.28571428571429,90.28571428571429,1339.4964592622614
02 May,Rajasthan,2.3873470605789318,54,0.01001669449081803,91.0,91.0,1406.0251659672801
03 May,Rajasthan,2.400199600798403,166,0.026324135743736123,100.14285714285714,100.14285714285714,1483.8456119850596
04 May,Rajasthan,2.3681319531479676,175,0.01940563317808827,114.14285714285714,114.14285714285714,1595.134032883939
05 May,Rajasthan,2.3394845429559883,97,0.016931401640775005,113.42857142857143,113.42857142857143,1665.8338957503927
06 May,Rajasthan,2.376414959163204,159,0.034617896799477466,125.57142857142857,125.57142857142857,1722.51472489084
07 May,Rajasthan,2.3551645934987286,110,0.01854974704890388,120.42857142857143,120.42857142857143,1795.6950681964904
08 May,Rajasthan,2.3508161187559526,152,0.022568671121009652,130.42857142857142,130.42857142857142,1878.8096739576297
09 May,Rajasthan,2.329775002042009,129,0.018663194444444444,141.14285714285714,141.14285714285714,1964.1085833891061
10 May,Rajasthan,2.2917367687352788,106,0.01458648685840099,132.57142857142858,132.57142857142858,2053.78844085996
11 May,Rajasthan,2.2642366433884065,174,0.017927055429631154,132.42857142857142,132.42857142857142,2173.567262466139
12 May,Rajasthan,2.222940574322504,138,0.014556962025316455,138.28571428571428,138.28571428571428,2290.5570861655597
13 May,Rajasthan,2.2231011439108705,202,0.022263859803813513,144.42857142857142,144.42857142857142,2402.524245493075
14 May,Rajasthan,2.219904721336839,206,0.021548117154811714,158.14285714285714,158.14285714285714,2520.5013250886936
15 May,Rajasthan,2.2358077779923415,213,0.026380975972256627,166.85714285714286,166.85714285714286,2620.1401264124406
16 May,Rajasthan,2.2398945081941304,213,0.023350142512606885,178.85714285714286,178.85714285714286,2732.7119799763773
17 May,Rajasthan,2.242763401826287,242,0.023032264204815838,198.28571428571428,198.28571428571428,2862.375701243235
18 May,Rajasthan,2.207609784948003,173,0.015004336513443193,198.14285714285714,198.14285714285714,3004.6639572827207
19 May,Rajasthan,2.296362357729646,470,0.04250700913448494,245.57142857142858,245.57142857142858,3141.115062835938
20 May,Rajasthan,2.2650675001412135,170,0.015423698058428597,241.0,241.0,3277.134243934568
21 May,Rajasthan,2.256371977070304,212,0.02034744217295326,241.85714285714286,241.85714285714286,3405.7119837156088
22 May,Rajasthan,2.261425526876628,267,0.02386058981233244,249.57142857142858,249.57142857142858,3543.8044021962546
23 May,Rajasthan,2.190270946090447,163,0.009719158070478802,242.42857142857142,242.42857142857142,3750.770260135388
24 May,Rajasthan,2.216566214711717,371,0.028251599147121536,260.85714285714283,260.85714285714283,3912.8283154962314
25 May,Rajasthan,2.2267231176563893,272,0.025257684093230568,275.0,275.0,4045.725299823137
26 May,Rajasthan,2.235147215408754,236,0.02531374021237799,241.57142857142858,241.57142857142858,4160.77763382627
27 May,Rajasthan,2.229321163719338,280,0.020831783349453167,257.2857142857143,257.2857142857143,4326.648965086177
28 May,Rajasthan,2.2067754324918756,251,0.016782562182401713,262.85714285714283,262.85714285714283,4511.216454880326
29 May,Rajasthan,2.2052911168817473,298,0.02165855076677084,267.2857142857143,267.2857142857143,4681.0121283276185
30 May,Rajasthan,2.1788161521150977,252,0.015579598145285934,280.0,280.0,4880.622929840079
31 May,Rajasthan,2.155074589349817,214,0.014978651921327081,257.57142857142856,257.57142857142856,5056.9344922022765
01 June,Rajasthan,2.1402498682923157,269,0.01745959628740183,257.14285714285717,257.14285714285717,5247.06763711124
02 June,Rajasthan,2.1264142254003615,273,0.0174943928228132,262.42857142857144,262.42857142857144,5439.644240363294
03 June,Rajasthan,2.122307536698418,279,0.019929994999642833,262.2857142857143,262.2857142857143,5612.401681499178
04 June,Rajasthan,2.1111941241070453,210,0.017016449234259785,256.42857142857144,256.42857142857144,5764.698244186367
05 June,Rajasthan,2.096858039965898,222,0.01610913576663522,245.57142857142858,245.57142857142858,5934.765413005114
06 June,Rajasthan,2.090478886911503,253,0.01864406779661017,245.71428571428572,245.71428571428572,6102.22869439764
30 January,Sikkim,,,,,,
31 January,Sikkim,,,,,,
01 February,Sikkim,,,,,,
02 February,Sikkim,,,,,,
03 February,Sikkim,,,,,,
04 February,Sikkim,,,,,,
05 February,Sikkim,,,,,,
06 February,Sikkim,,,,,,
07 February,Sikkim,,,,,,
08 February,Sikkim,,,,,,
09 February,Sikkim,,,,,,
10 February,Sikkim,,,,,,
11 February,Sikkim,,,,,,
12 February,Sikkim,,,,,,
13 February,Sikkim,,,,,,
14 February,Sikkim,,,,,,
15 February,Sikkim,,,,,,
16 February,Sikkim,,,,,,
17 February,Sikkim,,,,,,
18 February,Sikkim,,,,,,
19 February,Sikkim,,,,,,
20 February,Sikkim,,,,,,
21 February,Sikkim,,,,,,
22 February,Sikkim,,,,,,
23 February,Sikkim,,,,,,
24 February,Sikkim,,,,,,
25 February,Sikkim,,,,,,
26 February,Sikkim,,,,,,
27 February,Sikkim,,,,,,
28 February,Sikkim,,,,,,
29 February,Sikkim,,,,,,
01 March,Sikkim,,,,,,
02 March,Sikkim,,,,,,
03 March,Sikkim,,,,,,
04 March,Sikkim,,,,,,
05 March,Sikkim,,,,,,
06 March,Sikkim,,,,,,
07 March,Sikkim,,,,,,
08 March,Sikkim,,,,,,
09 March,Sikkim,,,,,,
10 March,Sikkim,,,,,,
11 March,Sikkim,,,,,,
12 March,Sikkim,,,,,,
13 March,Sikkim,,,,,,
14 March,Sikkim,,,,,,
15 March,Sikkim,,,,,,
16 March,Sikkim,,,,,,
17 March,Sikkim,,,,,,
18 March,Sikkim,,,,,,
19 March,Sikkim,,,,,,
20 March,Sikkim,,,,,,
21 March,Sikkim,,,,,,
22 March,Sikkim,,,,,,
23 March,Sikkim,,,,,,
24 March,Sikkim,,,,,,
25 March,Sikkim,,,,,,
26 March,Sikkim,,,,,,
27 March,Sikkim,,,,,,
28 March,Sikkim,,,,,,
29 March,Sikkim,,,,,,
30 March,Sikkim,,,,,,
31 March,Sikkim,,,,,,
01 April,Sikkim,,,,,,
02 April,Sikkim,,,,,,
03 April,Sikkim,,,,,,
04 April,Sikkim,,,,,,
05 April,Sikkim,,,,,,
06 April,Sikkim,,,,,,
07 April,Sikkim,,,,,,
08 April,Sikkim,,,,,,
09 April,Sikkim,,,,,,
10 April,Sikkim,,,,,,
11 April,Sikkim,,,,,,
12 April,Sikkim,,,,,,
13 April,Sikkim,,,,,,
14 April,Sikkim,,,,,,
15 April,Sikkim,,,,,,
16 April,Sikkim,,,,,,
17 April,Sikkim,,,,,,
18 April,Sikkim,,,,,,
19 April,Sikkim,,,,,,
20 April,Sikkim,,,,,,
21 April,Sikkim,,,,,,
22 April,Sikkim,,,,,,
23 April,Sikkim,,,,,,
24 April,Sikkim,,,,,,
25 April,Sikkim,,,,,,
26 April,Sikkim,,,,,,
27 April,Sikkim,,,,,,
28 April,Sikkim,,,,,,
29 April,Sikkim,,,,,,
30 April,Sikkim,,,,,,
01 May,Sikkim,,,,,,
02 May,Sikkim,,,,,,
03 May,Sikkim,,,,,,
04 May,Sikkim,,,,,,
05 May,Sikkim,0.0,0,,,,262.2234520486026
06 May,Sikkim,0.0,0,,,,273.8134388794801
07 May,Sikkim,0.0,0,,,,312.9296444336915
08 May,Sikkim,0.0,0,,,,312.9296444336915
09 May,Sikkim,0.0,0,,,,317.2758894952706
10 May,Sikkim,0.0,0,,,,317.2758894952706
11 May,Sikkim,0.0,0,,0.0,0.0,317.2758894952706
12 May,Sikkim,0.0,0,0.0,0.0,0.0,504.16442714316963
13 May,Sikkim,0.0,0,0.0,0.0,0.0,636.0005273444008
14 May,Sikkim,0.0,0,0.0,0.0,0.0,838.8252968847564
15 May,Sikkim,0.0,0,-0.0,0.0,0.0,504.16442714316963
16 May,Sikkim,0.0,0,0.0,0.0,0.0,1216.9486172421337
17 May,Sikkim,0.0,0,0.0,0.0,0.0,1371.9646911051198
18 May,Sikkim,0.0,0,0.0,0.0,0.0,1574.7894606454754
19 May,Sikkim,0.0,0,0.0,0.0,0.0,1744.2930180470582
20 May,Sikkim,0.0,0,0.0,0.0,0.0,1944.2202908796944
21 May,Sikkim,,,,,,
22 May,Sikkim,,,,0.0,0.0,
23 May,Sikkim,0.0,0,0.0,0.0,0.0,2473.0134400384786
24 May,Sikkim,0.05390835579514825,1,0.006756756756756757,0.2,0.2,2687.4281964097117
25 May,Sikkim,0.0475511174512601,0,0.0,0.2,0.2,3046.717788166913
26 May,Sikkim,0.04434589800443459,0,0.0,0.2,0.2,3266.927537953585
27 May,Sikkim,0.04137360364087712,0,0.0,0.2,0.2,3501.6247712788536
28 May,Sikkim,0.03808073115003808,0,0.0,0.16666666666666666,0.16666666666666666,3804.413177235527
29 May,Sikkim,0.03624501631025734,0,0.0,0.14285714285714285,0.14285714285714285,3997.096708298865
30 May,Sikkim,0.03534817956875221,0,0.0,0.14285714285714285,0.14285714285714285,4098.509093069043
31 May,Sikkim,0.03418803418803419,0,0.0,0.0,0.0,4237.588935039573
01 June,Sikkim,0.028368794326241134,0,0.0,0.0,0.0,5106.837947355382
02 June,Sikkim,0.026399155227032733,0,0.0,0.0,0.0,5487.858764420479
03 June,Sikkim,0.04875670404680644,1,0.0031847133757961785,0.14285714285714285,0.14285714285714285,5942.7657475324195
04 June,Sikkim,0.04589261128958238,0,0.0,0.14285714285714285,0.14285714285714285,6313.645326120498
05 June,Sikkim,0.0630119722747322,1,0.0024813895781637717,0.2857142857142857,0.2857142857142857,6897.490912725951
06 June,Sikkim,0.059940059940059943,0,0.0,0.2857142857142857,0.2857142857142857,7250.985511067713
30 January,Tamil Nadu,,,,,,
31 January,Tamil Nadu,,,,,,
01 February,Tamil Nadu,,,,,,
02 February,Tamil Nadu,,,,,,
03 February,Tamil Nadu,,,,,,
04 February,Tamil Nadu,,,,,,
05 February,Tamil Nadu,,,,,,
06 February,Tamil Nadu,,,,,,
07 February,Tamil Nadu,,,,,,
08 February,Tamil Nadu,,,,,,
09 February,Tamil Nadu,,,,,,
10 February,Tamil Nadu,,,,,,
11 February,Tamil Nadu,,,,,,
12 February,Tamil Nadu,,,,,,
13 February,Tamil Nadu,,,,,,
14 February,Tamil Nadu,,,,,,
15 February,Tamil Nadu,,,,,,
16 February,Tamil Nadu,,,,,,
17 February,Tamil Nadu,,,,,,
18 February,Tamil Nadu,,,,,,
19 February,Tamil Nadu,,,,,,
20 February,Tamil Nadu,,,,,,
21 February,Tamil Nadu,,,,,,
22 February,Tamil Nadu,,,,,,
23 February,Tamil Nadu,,,,,,
24 February,Tamil Nadu,,,,,,
25 February,Tamil Nadu,,,,,,
26 February,Tamil Nadu,,,,,,
27 February,Tamil Nadu,,,,,,
28 February,Tamil Nadu,,,,,,
29 February,Tamil Nadu,,,,,,
01 March,Tamil Nadu,,,,,,
02 March,Tamil Nadu,,,,,,
03 March,Tamil Nadu,,,,,,
04 March,Tamil Nadu,,,,,,
05 March,Tamil Nadu,,,,,,
06 March,Tamil Nadu,,,,,,
07 March,Tamil Nadu,,,,,,
08 March,Tamil Nadu,,,,,,
09 March,Tamil Nadu,,,,,,
10 March,Tamil Nadu,,,,,,
11 March,Tamil Nadu,,,,,,
12 March,Tamil Nadu,,,,,,
13 March,Tamil Nadu,,,,,,
14 March,Tamil Nadu,,,,,,
15 March,Tamil Nadu,,,,,,
16 March,Tamil Nadu,,,,,,
17 March,Tamil Nadu,,,,,,
18 March,Tamil Nadu,,,,,,
19 March,Tamil Nadu,,,,,,
20 March,Tamil Nadu,,,,,,
21 March,Tamil Nadu,,,,,,
22 March,Tamil Nadu,,,,,,
23 March,Tamil Nadu,,,,,,
24 March,Tamil Nadu,,,,,,
25 March,Tamil Nadu,,,,,,
26 March,Tamil Nadu,,,,,,
27 March,Tamil Nadu,,,,,,
28 March,Tamil Nadu,,,,,,
29 March,Tamil Nadu,,,,,,
30 March,Tamil Nadu,,,,,,
31 March,Tamil Nadu,,,,,,
01 April,Tamil Nadu,,,,,,
02 April,Tamil Nadu,,,,,,
03 April,Tamil Nadu,,,,,,
04 April,Tamil Nadu,,,,,,
05 April,Tamil Nadu,,,,,,
06 April,Tamil Nadu,,,,,,
07 April,Tamil Nadu,,,,,,
08 April,Tamil Nadu,,,,,,
09 April,Tamil Nadu,11.476537773496629,144,,,,93.35665104217793
10 April,Tamil Nadu,10.832342449464923,77,,,,108.04037914747714
11 April,Tamil Nadu,9.845559845559846,58,,,,126.43679091194649
12 April,Tamil Nadu,10.08916001877053,106,,,,136.88112245141127
13 April,Tamil Nadu,9.202887180291857,98,,,,163.74348069128936
14 April,Tamil Nadu,6.2529213191378865,31,0.004762636349669688,85.66666666666667,85.66666666666667,247.36236628830824
15 April,Tamil Nadu,5.646994634900428,38,0.013873676524278934,78.85714285714286,78.85714285714286,282.5493577847339
16 April,Tamil Nadu,4.8721399730821,25,0.006232859636000997,61.857142857142854,61.857142857142854,334.07729604401226
17 April,Tamil Nadu,4.45859872611465,56,0.015267175572519083,58.857142857142854,58.857142857142854,381.1988312060748
18 April,Tamil Nadu,3.9159721429386916,49,0.009136677232892038,57.57142857142857,57.57142857142857,450.09544872901415
19 April,Tamil Nadu,3.6133672570701636,105,0.01797945205479452,57.42857142857143,57.42857142857143,525.1199212880232
20 April,Tamil Nadu,3.235075023943812,43,0.007038795220166967,49.57142857142857,49.57142857142857,603.6001443810004
21 April,Tamil Nadu,3.008766141954944,76,0.012541254125412541,56.0,56.0,681.4508813172324
22 April,Tamil Nadu,2.7599410399335853,33,0.005520240883238541,55.285714285714285,55.285714285714285,758.2481924401359
23 April,Tamil Nadu,2.5508889461479,54,0.007765314926660914,59.42857142857143,59.42857142857143,847.5838400729011
24 April,Tamil Nadu,2.423932709970581,72,0.011204481792717087,61.714285714285715,61.714285714285715,930.1364532003314
25 April,Tamil Nadu,2.2731244538759205,66,0.008563643441027637,64.14285714285714,64.14285714285714,1029.145632996955
26 April,Tamil Nadu,2.151703669881856,64,0.008539026017344896,58.285714285714285,58.285714285714285,1125.4313216664368
27 April,Tamil Nadu,2.043658539158692,52,0.007246376811594203,59.57142857142857,59.57142857142857,1217.6189269889453
28 April,Tamil Nadu,2.02014252900642,121,0.017059072324827295,66.0,66.0,1308.740259841865
29 April,Tamil Nadu,1.9661516355798874,104,0.012860145913194015,76.14285714285714,76.14285714285714,1412.6311690173286
30 April,Tamil Nadu,1.9399071383238133,161,0.016450393378972104,91.42857142857143,91.42857142857143,1538.3613938349692
01 May,Tamil Nadu,1.952644883003641,203,0.02111284451378055,110.14285714285714,110.14285714285714,1661.8819937758722
02 May,Tamil Nadu,1.976485769589218,231,0.022810309074750665,133.71428571428572,133.71428571428572,1791.9800817219484
03 May,Tamil Nadu,2.0138967536490635,266,0.025054158425167186,162.57142857142858,162.57142857142858,1928.3730312354758
04 May,Tamil Nadu,2.178315027305639,527,0.04097022467542564,230.42857142857142,230.42857142857142,2093.6195707091974
05 May,Tamil Nadu,2.321138490401995,508,0.04284027660651037,285.7142857142857,285.7142857142857,2245.955220641514
06 May,Tamil Nadu,2.565328488480193,771,0.05748154775218072,381.0,381.0,2418.2674210582927
07 May,Tamil Nadu,2.671955581023138,580,0.040859457555477284,440.85714285714283,440.85714285714283,2600.6257066704734
08 May,Tamil Nadu,2.7765969244418156,600,0.04291845493562232,497.57142857142856,497.57142857142856,2780.2219611867313
09 May,Tamil Nadu,2.8453868594069753,526,0.039686132488305416,539.7142857142857,539.7142857142857,2950.491543258154
10 May,Tamil Nadu,2.9641577208408596,669,0.050048627216278896,597.2857142857143,597.2857142857143,3122.212797486968
11 May,Tamil Nadu,3.139282617821176,798,0.0672736469398078,636.0,636.0,3274.5998340443252
12 May,Tamil Nadu,3.269000738693675,716,0.060739735324058367,665.7142857142857,665.7142857142857,3426.0362180384345
13 May,Tamil Nadu,3.301642054339153,509,0.039827856025039125,628.2857142857143,628.2857142857143,3590.2164850425675
14 May,Tamil Nadu,3.319470751324494,447,0.03735896364396155,609.2857142857143,609.2857142857143,3743.9267271947156
15 May,Tamil Nadu,3.3348289695945947,434,0.037183002056202875,585.5714285714286,585.5714285714286,3893.872899062653
16 May,Tamil Nadu,3.374899167514244,477,0.045277645942097766,578.5714285714286,578.5714285714286,4029.2124227628515
17 May,Tamil Nadu,3.4353574926542607,639,0.04884947633972938,574.2857142857143,574.2857142857143,4197.259533301276
18 May,Tamil Nadu,3.4809274185193626,536,0.04819710457692654,536.8571428571429,536.8571428571429,4340.1271975698955
19 May,Tamil Nadu,3.5752238823117177,688,0.06658279299332237,532.8571428571429,532.8571428571429,4472.871696705553
20 May,Tamil Nadu,3.6634746770054547,743,0.0624684714982344,566.2857142857143,566.2857142857143,4625.6698262632335
21 May,Tamil Nadu,3.749208121718403,776,0.06225930680359435,613.2857142857143,613.2857142857143,4785.790549889174
22 May,Tamil Nadu,3.8254345314589093,768,0.06069706788903817,661.0,661.0,4948.339291548274
23 May,Tamil Nadu,3.903961342930488,777,0.06392431098313452,703.8571428571429,703.8571428571429,5104.490398389841
24 May,Tamil Nadu,3.973731430733738,765,0.06232179226069246,721.8571428571429,721.8571428571429,5262.183103982621
25 May,Tamil Nadu,4.053149839838652,805,0.06801858893113646,760.2857142857143,760.2857142857143,5414.223280820956
26 May,Tamil Nadu,4.106184523519997,646,0.06278549907668383,754.2857142857143,754.2857142857143,5546.402527081169
27 May,Tamil Nadu,4.1865137593967985,817,0.07274508058053601,764.8571428571429,764.8571428571429,5690.6833235384
28 May,Tamil Nadu,4.255562194650452,827,0.0675322554303446,772.1428571428571,772.1428571428571,5848.003476099638
29 May,Tamil Nadu,4.339513449791019,874,0.07711311099347097,787.2857142857143,787.2857142857143,5993.60747815166
30 May,Tamil Nadu,4.421116340223936,938,0.07441491471638238,810.2857142857143,810.2857142857143,6155.539580310275
31 May,Tamil Nadu,4.53957826010952,1149,0.08971656125556336,865.1428571428571,865.1428571428571,6320.06670703343
01 June,Tamil Nadu,4.6678282429932905,1162,0.10213588819548211,916.1428571428571,916.1428571428571,6466.223115304637
02 June,Tamil Nadu,4.77924238919354,1091,0.09834144582657292,979.7142857142857,979.7142857142857,6608.743919854233
03 June,Tamil Nadu,4.895049325114373,1286,0.09119920573009006,1046.7142857142858,1046.7142857142858,6789.894619777964
04 June,Tamil Nadu,5.001275273816885,1384,0.08414908493950264,1126.2857142857142,1126.2857142857142,7001.1835752879
05 June,Tamil Nadu,5.117778098820525,1438,0.09163905174611267,1206.857142857143,1206.857142857143,7202.773305321456
06 June,Tamil Nadu,5.228413632856189,1458,0.090999875171639,1281.142857142857,1281.142857142857,7408.602431920847
30 January,Telangana,,,,,,
31 January,Telangana,,,,,,
01 February,Telangana,,,,,,
02 February,Telangana,,,,,,
03 February,Telangana,,,,,,
04 February,Telangana,,,,,,
05 February,Telangana,,,,,,
06 February,Telangana,,,,,,
07 February,Telangana,,,,,,
08 February,Telangana,,,,,,
09 February,Telangana,,,,,,
10 February,Telangana,,,,,,
11 February,Telangana,,,,,,
12 February,Telangana,,,,,,
13 February,Telangana,,,,,,
14 February,Telangana,,,,,,
15 February,Telangana,,,,,,
16 February,Telangana,,,,,,
17 February,Telangana,,,,,,
18 February,Telangana,,,,,,
19 February,Telangana,,,,,,
20 February,Telangana,,,,,,
21 February,Telangana,,,,,,
22 February,Telangana,,,,,,
23 February,Telangana,,,,,,
24 February,Telangana,,,,,,
25 February,Telangana,,,,,,
26 February,Telangana,,,,,,
27 February,Telangana,,,,,,
28 February,Telangana,,,,,,
29 February,Telangana,,,,,,
01 March,Telangana,,,,,,
02 March,Telangana,,,,,,
03 March,Telangana,,,,,,
04 March,Telangana,,,,,,
05 March,Telangana,,,,,,
06 March,Telangana,,,,,,
07 March,Telangana,,,,,,
08 March,Telangana,,,,,,
09 March,Telangana,,,,,,
10 March,Telangana,,,,,,
11 March,Telangana,,,,,,
12 March,Telangana,,,,,,
13 March,Telangana,,,,,,
14 March,Telangana,,,,,,
15 March,Telangana,,,,,,
16 March,Telangana,,,,,,
17 March,Telangana,,,,,,
18 March,Telangana,,,,,,
19 March,Telangana,,,,,,
20 March,Telangana,,,,,,
21 March,Telangana,,,,,,
22 March,Telangana,,,,,,
23 March,Telangana,,,,,,
24 March,Telangana,,,,,,
25 March,Telangana,,,,,,
26 March,Telangana,,,,,,
27 March,Telangana,,,,,,
28 March,Telangana,,,,,,
29 March,Telangana,,,,,,
30 March,Telangana,,,,,,
31 March,Telangana,,,,,,
01 April,Telangana,,,,,,
02 April,Telangana,,,,,,
03 April,Telangana,,,,,,
04 April,Telangana,,,,,,
05 April,Telangana,,,,,,
06 April,Telangana,,,,,,
07 April,Telangana,,,,,,
08 April,Telangana,,,,,,
09 April,Telangana,,,,,,
10 April,Telangana,,,,,,
11 April,Telangana,,,,,,
12 April,Telangana,,,,,,
13 April,Telangana,,,,,,
14 April,Telangana,,,,,,
15 April,Telangana,,,,,,
16 April,Telangana,,,,,,
17 April,Telangana,,,,,,
18 April,Telangana,,,,,,
19 April,Telangana,,,,,,
20 April,Telangana,,,,,,
21 April,Telangana,,,,,,
22 April,Telangana,,,,,,
23 April,Telangana,,,,,,
24 April,Telangana,,,,,,
25 April,Telangana,,,,,,
26 April,Telangana,,,,,,
27 April,Telangana,,,,,,
28 April,Telangana,,,,,,
29 April,Telangana,5.270256250648408,7,,,,489.75259135976637
30 April,Telangana,,,,,,
01 May,Telangana,,,,,,
02 May,Telangana,,,,,,
03 May,Telangana,,,,,,
04 May,Telangana,,,,,,
05 May,Telangana,,,,,,
06 May,Telangana,,,,,,
07 May,Telangana,,,,,,
08 May,Telangana,,,,,,
09 May,Telangana,,,,,,
10 May,Telangana,,,,,,
11 May,Telangana,,,,,,
12 May,Telangana,,,,,,
13 May,Telangana,,,,,,
14 May,Telangana,,,,,,
15 May,Telangana,,,,,,
16 May,Telangana,,,,,,
17 May,Telangana,,,,,,
18 May,Telangana,,,,,,
19 May,Telangana,,,,,,
20 May,Telangana,,,,,,
21 May,Telangana,,,,,,
22 May,Telangana,,,,,,
23 May,Telangana,,,,,,
24 May,Telangana,,,,,,
25 May,Telangana,,,,,,
26 May,Telangana,,,,,,
27 May,Telangana,,,,,,
28 May,Telangana,,,,,,
29 May,Telangana,,,,,,
30 May,Telangana,,,,,,
31 May,Telangana,,,,,,
01 June,Telangana,,,,,,
02 June,Telangana,,,,,,
03 June,Telangana,,,,,,
04 June,Telangana,,,,,,
05 June,Telangana,,,,,,
06 June,Telangana,,,,,,
30 January,Tripura,,,,,,
31 January,Tripura,,,,,,
01 February,Tripura,,,,,,
02 February,Tripura,,,,,,
03 February,Tripura,,,,,,
04 February,Tripura,,,,,,
05 February,Tripura,,,,,,
06 February,Tripura,,,,,,
07 February,Tripura,,,,,,
08 February,Tripura,,,,,,
09 February,Tripura,,,,,,
10 February,Tripura,,,,,,
11 February,Tripura,,,,,,
12 February,Tripura,,,,,,
13 February,Tripura,,,,,,
14 February,Tripura,,,,,,
15 February,Tripura,,,,,,
16 February,Tripura,,,,,,
17 February,Tripura,,,,,,
18 February,Tripura,,,,,,
